Connected. Use ^D to exit.
-> ls -t /
Target             | Property              | Value                             
 V_+3V3_STBY       |                       | 
/SYS/MB/           | upper_nonrecov_thresh | 3.630 Volts
 V_+3V3_STBY       | old                   | 
/SYS/MB/           | upper_critical_thresh | 3.525 Volts
 V_+3V3_STBY       | old                   | 
/SYS/MB/           | upper_noncritical_thr | 3.465 Volts
 V_+3V3_STBY       | eshold                | 
/SYS/MB/           | lower_noncritical_thr | 3.165 Volts
 V_+3V3_STBY       | eshold                | 
/SYS/MB/           | lower_critical_thresh | 3.075 Volts
 V_+3V3_STBY       | old                   | 
/SYS/MB/           | lower_nonrecov_thresh | 2.970 Volts
 V_+3V3_STBY       | old                   | 
/SYS/MB/           | alarm_status          | cleared
 V_+3V3_STBY       |                       | 
/SYS/MB/           | type                  | Voltage
 V_+3V3_VDD        |                       | 
/SYS/MB/           | ipmi_name             | MB/V_+3V3_VDD
 V_+3V3_VDD        |                       | 
/SYS/MB/           | class                 | Threshold Sensor
 V_+3V3_VDD        |                       | 
/SYS/MB/           | value                 | 3.319 Volts
 V_+3V3_VDD        |                       | 
/SYS/MB/           | upper_nonrecov_thresh | 3.640 Volts
 V_+3V3_VDD        | old                   | 
/SYS/MB/           | upper_critical_thresh | 3.540 Volts
 V_+3V3_VDD        | old                   | 
/SYS/MB/           | upper_noncritical_thr | 3.500 Volts
 V_+3V3_VDD        | eshold                | 
/SYS/MB/           | lower_noncritical_thr | 3.100 Volts
 V_+3V3_VDD        | eshold                | 
/SYS/MB/           | lower_critical_thresh | 3.060 Volts
 V_+3V3_VDD        | old                   | 
/SYS/MB/           | lower_nonrecov_thresh | 2.980 Volts
 V_+3V3_VDD        | old                   | 
/SYS/MB/           | alarm_status          | cleared
 V_+3V3_VDD        |                       | 
/SYS/MB/V_+12V0    | type                  | Voltage
/SYS/MB/V_+12V0    | ipmi_name             | MB/V_+12V0
/SYS/MB/V_+12V0    | class                 | Threshold Sensor
/SYS/MB/V_+12V0    | value                 | 11.977 Volts
/SYS/MB/V_+12V0    | upper_nonrecov_thresh | 13.216 Volts
                   | old                   | 
/SYS/MB/V_+12V0    | upper_critical_thresh | 12.862 Volts
                   | old                   | 
/SYS/MB/V_+12V0    | upper_noncritical_thr | 12.626 Volts
                   | eshold                | 
/SYS/MB/V_+12V0    | lower_noncritical_thr | 11.505 Volts
                   | eshold                | 
/SYS/MB/V_+12V0    | lower_critical_thresh | 11.151 Volts
                   | old                   | 
/SYS/MB/V_+12V0    | lower_nonrecov_thresh | 10.797 Volts
                   | old                   | 
/SYS/MB/V_+12V0    | alarm_status          | cleared
/SYS/MB/V_BAT      | type                  | Voltage
/SYS/MB/V_BAT      | ipmi_name             | MB/V_BAT
/SYS/MB/V_BAT      | class                 | Threshold Sensor
/SYS/MB/V_BAT      | value                 | 2.980 Volts
/SYS/MB/V_BAT      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/MB/V_BAT      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/MB/V_BAT      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/MB/V_BAT      | lower_noncritical_thr | 2.560 Volts
                   | eshold                | 
/SYS/MB/V_BAT      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/MB/V_BAT      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/MB/V_BAT      | alarm_status          | cleared
/SYS/MB/V_VTT_M0   | type                  | Voltage
/SYS/MB/V_VTT_M0   | ipmi_name             | MB/V_VTT_M0
/SYS/MB/V_VTT_M0   | class                 | Threshold Sensor
/SYS/MB/V_VTT_M0   | value                 | 0.745 Volts
/SYS/MB/V_VTT_M0   | upper_nonrecov_thresh | 0.833 Volts
                   | old                   | 
/SYS/MB/V_VTT_M0   | upper_critical_thresh | 0.823 Volts
                   | old                   | 
/SYS/MB/V_VTT_M0   | upper_noncritical_thr | 0.804 Volts
                   | eshold                | 
/SYS/MB/V_VTT_M0   | lower_noncritical_thr | 0.706 Volts
                   | eshold                | 
/SYS/MB/V_VTT_M0   | lower_critical_thresh | 0.686 Volts
                   | old                   | 
/SYS/MB/V_VTT_M0   | lower_nonrecov_thresh | 0.666 Volts
                   | old                   | 
/SYS/MB/V_VTT_M0   | alarm_status          | cleared
/SYS/MB/V_VTT_M1   | type                  | Voltage
/SYS/MB/V_VTT_M1   | ipmi_name             | MB/V_VTT_M1
/SYS/MB/V_VTT_M1   | class                 | Threshold Sensor
/SYS/MB/V_VTT_M1   | value                 | 0.755 Volts
/SYS/MB/V_VTT_M1   | upper_nonrecov_thresh | 0.833 Volts
                   | old                   | 
/SYS/MB/V_VTT_M1   | upper_critical_thresh | 0.823 Volts
                   | old                   | 
/SYS/MB/V_VTT_M1   | upper_noncritical_thr | 0.804 Volts
                   | eshold                | 
/SYS/MB/V_VTT_M1   | lower_noncritical_thr | 0.706 Volts
                   | eshold                | 
/SYS/MB/V_VTT_M1   | lower_critical_thresh | 0.686 Volts
                   | old                   | 
/SYS/MB/V_VTT_M1   | lower_nonrecov_thresh | 0.666 Volts
                   | old                   | 
/SYS/MB/V_VTT_M1   | alarm_status          | cleared
/SYS/MB_ENV        | type                  | PROM
/SYS/MB_ENV        | fru_name              | ES-SEG
/SYS/MB_ENV        | fru_description       | SPARC T3-1 ES Segment
/SYS/MB_ENV        | fru_manufacturer      | 5030 CELESTICA CORP. SRIACHA 
                   |                       | CHONBURI Th
/SYS/MB_ENV        | fru_part_number       | 9999999-10
/SYS/MB_ENV        | fru_rev_level         | 01
/SYS/MB_ENV        | fru_serial_number     | 0810BUR-1034BUR010
/SYS/OK            | type                  | Indicator
/SYS/OK            | ipmi_name             | OK
/SYS/OK            | value                 | On
/SYS/PDB           | type                  | Power Distribution Board
/SYS/PDB           | ipmi_name             | PDB
/SYS/PDB           | fru_name              | PDB
/SYS/PDB           | fru_description       | BD,LOUISE,HPDB
/SYS/PDB           | fru_manufacturer      | 9615 HON HAI PRECISION CO. LTD 
                   |                       | SHENZHEN GUANGDONG CN
/SYS/PDB           | fru_part_number       | 541-4223-03
/SYS/PDB           | fru_rev_level         | 51
/SYS/PDB           | fru_serial_number     | 0226LHF-1126F600P2
/SYS/PDB           | fault_state           | OK
/SYS/PDB           | clear_fault_action    | (none)
/SYS/PS0           | type                  | Power Supply
/SYS/PS0           | ipmi_name             | PS0
/SYS/PS0           | fru_manufacturer      | Delta Electronics
/SYS/PS0           | fru_part_number       | 300-2235-03
/SYS/PS0           | fru_serial_number     | B71998
/SYS/PS0           | fault_state           | OK
/SYS/PS0           | clear_fault_action    | (none)
/SYS/PS0/          | type                  | Power Supply
 CUR_FAULT         |                       | 
/SYS/PS0/          | ipmi_name             | PS0/CUR_FAULT
 CUR_FAULT         |                       | 
/SYS/PS0/          | class                 | Discrete Sensor
 CUR_FAULT         |                       | 
/SYS/PS0/          | value                 | State Deasserted
 CUR_FAULT         |                       | 
/SYS/PS0/          | alarm_status          | cleared
 CUR_FAULT         |                       | 
/SYS/PS0/          | type                  | Power Supply
 FAN_FAULT         |                       | 
/SYS/PS0/          | ipmi_name             | PS0/FAN_FAULT
 FAN_FAULT         |                       | 
/SYS/PS0/          | class                 | Discrete Sensor
 FAN_FAULT         |                       | 
/SYS/PS0/          | value                 | State Deasserted
 FAN_FAULT         |                       | 
/SYS/PS0/          | alarm_status          | cleared
 FAN_FAULT         |                       | 
/SYS/PS0/          | type                  | Power Unit
 INPUT_POWER       |                       | 
/SYS/PS0/          | ipmi_name             | PS0/IN_POWER
 INPUT_POWER       |                       | 
/SYS/PS0/          | class                 | Threshold Sensor
 INPUT_POWER       |                       | 
/SYS/PS0/          | value                 | 251.000 Watts
 INPUT_POWER       |                       | 
/SYS/PS0/          | upper_nonrecov_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS0/          | upper_critical_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS0/          | upper_noncritical_thr | N/A
 INPUT_POWER       | eshold                | 
/SYS/PS0/          | lower_noncritical_thr | N/A
 INPUT_POWER       | eshold                | 
/SYS/PS0/          | lower_critical_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS0/          | lower_nonrecov_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS0/          | alarm_status          | cleared
 INPUT_POWER       |                       | 
/SYS/PS0/I_IN      | type                  | Current
/SYS/PS0/I_IN      | ipmi_name             | PS0/I_IN
/SYS/PS0/I_IN      | class                 | Threshold Sensor
/SYS/PS0/I_IN      | value                 | 1.000 Amps
/SYS/PS0/I_IN      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/I_IN      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/I_IN      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/I_IN      | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/I_IN      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/I_IN      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/I_IN      | alarm_status          | cleared
/SYS/PS0/I_OUT     | type                  | Current
/SYS/PS0/I_OUT     | ipmi_name             | PS0/I_OUT
/SYS/PS0/I_OUT     | class                 | Threshold Sensor
/SYS/PS0/I_OUT     | value                 | 17.400 Amps
/SYS/PS0/I_OUT     | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/I_OUT     | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/I_OUT     | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/I_OUT     | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/I_OUT     | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/I_OUT     | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/I_OUT     | alarm_status          | cleared
/SYS/PS0/          | type                  | Power Unit
 OUTPUT_POWER      |                       | 
/SYS/PS0/          | ipmi_name             | PS0/OUT_POWER
 OUTPUT_POWER      |                       | 
/SYS/PS0/          | class                 | Threshold Sensor
 OUTPUT_POWER      |                       | 
/SYS/PS0/          | value                 | 210.192 Watts
 OUTPUT_POWER      |                       | 
/SYS/PS0/          | upper_nonrecov_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS0/          | upper_critical_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS0/          | upper_noncritical_thr | N/A
 OUTPUT_POWER      | eshold                | 
/SYS/PS0/          | lower_noncritical_thr | N/A
 OUTPUT_POWER      | eshold                | 
/SYS/PS0/          | lower_critical_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS0/          | lower_nonrecov_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS0/          | alarm_status          | cleared
 OUTPUT_POWER      |                       | 
/SYS/PS0/PWROK     | type                  | Power Supply
/SYS/PS0/PWROK     | ipmi_name             | PS0/PWROK
/SYS/PS0/PWROK     | class                 | Discrete Sensor
/SYS/PS0/PWROK     | value                 | State Asserted
/SYS/PS0/PWROK     | alarm_status          | cleared
/SYS/PS0/          | type                  | Power Supply
 TEMP_FAULT        |                       | 
/SYS/PS0/          | ipmi_name             | PS0/TEMP_FAULT
 TEMP_FAULT        |                       | 
/SYS/PS0/          | class                 | Discrete Sensor
 TEMP_FAULT        |                       | 
/SYS/PS0/          | value                 | State Deasserted
 TEMP_FAULT        |                       | 
/SYS/PS0/          | alarm_status          | cleared
 TEMP_FAULT        |                       | 
/SYS/PS0/VINOK     | type                  | Power Supply
/SYS/PS0/VINOK     | ipmi_name             | PS0/VINOK
/SYS/PS0/VINOK     | class                 | Discrete Sensor
/SYS/PS0/VINOK     | value                 | State Asserted
/SYS/PS0/VINOK     | alarm_status          | cleared
/SYS/PS0/          | type                  | Power Supply
 VOLT_FAULT        |                       | 
/SYS/PS0/          | ipmi_name             | PS0/VOLT_FAULT
 VOLT_FAULT        |                       | 
/SYS/PS0/          | class                 | Discrete Sensor
 VOLT_FAULT        |                       | 
/SYS/PS0/          | value                 | State Deasserted
 VOLT_FAULT        |                       | 
/SYS/PS0/          | alarm_status          | cleared
 VOLT_FAULT        |                       | 
/SYS/PS0/V_IN      | type                  | Voltage
/SYS/PS0/V_IN      | ipmi_name             | PS0/V_IN
/SYS/PS0/V_IN      | class                 | Threshold Sensor
/SYS/PS0/V_IN      | value                 | 239.000 Volts
/SYS/PS0/V_IN      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/V_IN      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/V_IN      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/V_IN      | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/V_IN      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/V_IN      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/V_IN      | alarm_status          | cleared
/SYS/PS0/V_OUT     | type                  | Voltage
/SYS/PS0/V_OUT     | ipmi_name             | PS0/V_OUT
/SYS/PS0/V_OUT     | class                 | Threshold Sensor
/SYS/PS0/V_OUT     | value                 | 12.080 Volts
/SYS/PS0/V_OUT     | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/V_OUT     | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/V_OUT     | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/V_OUT     | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS0/V_OUT     | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS0/V_OUT     | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS0/V_OUT     | alarm_status          | cleared
/SYS/PS1           | type                  | Power Supply
/SYS/PS1           | ipmi_name             | PS1
/SYS/PS1           | fru_manufacturer      | Tyco Electronics
/SYS/PS1           | fru_part_number       | 300-1817-03
/SYS/PS1           | fru_serial_number     | 001203
/SYS/PS1           | fault_state           | Faulted
/SYS/PS1           | clear_fault_action    | (none)
/SYS/PS1/          | type                  | Power Supply
 CUR_FAULT         |                       | 
/SYS/PS1/          | ipmi_name             | PS1/CUR_FAULT
 CUR_FAULT         |                       | 
/SYS/PS1/          | class                 | Discrete Sensor
 CUR_FAULT         |                       | 
/SYS/PS1/          | value                 | State Deasserted
 CUR_FAULT         |                       | 
/SYS/PS1/          | alarm_status          | cleared
 CUR_FAULT         |                       | 
/SYS/PS1/          | type                  | Power Supply
 FAN_FAULT         |                       | 
/SYS/PS1/          | ipmi_name             | PS1/FAN_FAULT
 FAN_FAULT         |                       | 
/SYS/PS1/          | class                 | Discrete Sensor
 FAN_FAULT         |                       | 
/SYS/PS1/          | value                 | State Deasserted
 FAN_FAULT         |                       | 
/SYS/PS1/          | alarm_status          | cleared
 FAN_FAULT         |                       | 
/SYS/PS1/          | type                  | Power Unit
 INPUT_POWER       |                       | 
/SYS/PS1/          | ipmi_name             | PS1/IN_POWER
 INPUT_POWER       |                       | 
/SYS/PS1/          | class                 | Threshold Sensor
 INPUT_POWER       |                       | 
/SYS/PS1/          | value                 | Disabled
 INPUT_POWER       |                       | 
/SYS/PS1/          | upper_nonrecov_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS1/          | upper_critical_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS1/          | upper_noncritical_thr | N/A
 INPUT_POWER       | eshold                | 
/SYS/PS1/          | lower_noncritical_thr | N/A
 INPUT_POWER       | eshold                | 
/SYS/PS1/          | lower_critical_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS1/          | lower_nonrecov_thresh | N/A
 INPUT_POWER       | old                   | 
/SYS/PS1/          | alarm_status          | indeterminate
 INPUT_POWER       |                       | 
/SYS/PS1/I_IN      | type                  | Current
/SYS/PS1/I_IN      | ipmi_name             | PS1/I_IN
/SYS/PS1/I_IN      | class                 | Threshold Sensor
/SYS/PS1/I_IN      | value                 | Disabled
/SYS/PS1/I_IN      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/I_IN      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/I_IN      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/I_IN      | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/I_IN      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/I_IN      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/I_IN      | alarm_status          | indeterminate
/SYS/PS1/I_OUT     | type                  | Current
/SYS/PS1/I_OUT     | ipmi_name             | PS1/I_OUT
/SYS/PS1/I_OUT     | class                 | Threshold Sensor
/SYS/PS1/I_OUT     | value                 | Disabled
/SYS/PS1/I_OUT     | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/I_OUT     | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/I_OUT     | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/I_OUT     | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/I_OUT     | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/I_OUT     | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/I_OUT     | alarm_status          | indeterminate
/SYS/PS1/          | type                  | Power Unit
 OUTPUT_POWER      |                       | 
/SYS/PS1/          | ipmi_name             | PS1/OUT_POWER
 OUTPUT_POWER      |                       | 
/SYS/PS1/          | class                 | Threshold Sensor
 OUTPUT_POWER      |                       | 
/SYS/PS1/          | value                 | Disabled
 OUTPUT_POWER      |                       | 
/SYS/PS1/          | upper_nonrecov_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS1/          | upper_critical_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS1/          | upper_noncritical_thr | N/A
 OUTPUT_POWER      | eshold                | 
/SYS/PS1/          | lower_noncritical_thr | N/A
 OUTPUT_POWER      | eshold                | 
/SYS/PS1/          | lower_critical_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS1/          | lower_nonrecov_thresh | N/A
 OUTPUT_POWER      | old                   | 
/SYS/PS1/          | alarm_status          | indeterminate
 OUTPUT_POWER      |                       | 
/SYS/PS1/PWROK     | type                  | Power Supply
/SYS/PS1/PWROK     | ipmi_name             | PS1/PWROK
/SYS/PS1/PWROK     | class                 | Discrete Sensor
/SYS/PS1/PWROK     | value                 | State Deasserted
/SYS/PS1/PWROK     | alarm_status          | major
/SYS/PS1/          | type                  | Power Supply
 TEMP_FAULT        |                       | 
/SYS/PS1/          | ipmi_name             | PS1/TEMP_FAULT
 TEMP_FAULT        |                       | 
/SYS/PS1/          | class                 | Discrete Sensor
 TEMP_FAULT        |                       | 
/SYS/PS1/          | value                 | State Deasserted
 TEMP_FAULT        |                       | 
/SYS/PS1/          | alarm_status          | cleared
 TEMP_FAULT        |                       | 
/SYS/PS1/VINOK     | type                  | Power Supply
/SYS/PS1/VINOK     | ipmi_name             | PS1/VINOK
/SYS/PS1/VINOK     | class                 | Discrete Sensor
/SYS/PS1/VINOK     | value                 | State Deasserted
/SYS/PS1/VINOK     | alarm_status          | major
/SYS/PS1/          | type                  | Power Supply
 VOLT_FAULT        |                       | 
/SYS/PS1/          | ipmi_name             | PS1/VOLT_FAULT
 VOLT_FAULT        |                       | 
/SYS/PS1/          | class                 | Discrete Sensor
 VOLT_FAULT        |                       | 
/SYS/PS1/          | value                 | State Deasserted
 VOLT_FAULT        |                       | 
/SYS/PS1/          | alarm_status          | cleared
 VOLT_FAULT        |                       | 
/SYS/PS1/V_IN      | type                  | Voltage
/SYS/PS1/V_IN      | ipmi_name             | PS1/V_IN
/SYS/PS1/V_IN      | class                 | Threshold Sensor
/SYS/PS1/V_IN      | value                 | Disabled
/SYS/PS1/V_IN      | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/V_IN      | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/V_IN      | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/V_IN      | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/V_IN      | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/V_IN      | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/V_IN      | alarm_status          | indeterminate
/SYS/PS1/V_OUT     | type                  | Voltage
/SYS/PS1/V_OUT     | ipmi_name             | PS1/V_OUT
/SYS/PS1/V_OUT     | class                 | Threshold Sensor
/SYS/PS1/V_OUT     | value                 | Disabled
/SYS/PS1/V_OUT     | upper_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/V_OUT     | upper_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/V_OUT     | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/V_OUT     | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/PS1/V_OUT     | lower_critical_thresh | N/A
                   | old                   | 
/SYS/PS1/V_OUT     | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/PS1/V_OUT     | alarm_status          | indeterminate
/SYS/PS_FAULT      | type                  | Indicator
/SYS/PS_FAULT      | ipmi_name             | PS_FAULT
/SYS/PS_FAULT      | value                 | On
/SYS/PWRBS         | type                  | Power Supply
/SYS/PWRBS         | ipmi_name             | PWRBS
/SYS/PWRBS         | class                 | Discrete Sensor
/SYS/PWRBS         | value                 | State Deasserted
/SYS/PWRBS         | alarm_status          | cleared
/SYS/SASBP         | type                  | Disk Backplane
/SYS/SASBP         | ipmi_name             | DBP
/SYS/SASBP         | fru_name              | SASBP
/SYS/SASBP         | fru_description       | BD,SATA,LOUISE,8DSK_BKPLN
/SYS/SASBP         | fru_manufacturer      | 9615 HON HAI PRECISION CO. LTD 
                   |                       | SHENZHEN GUANGDONG CN
/SYS/SASBP         | fru_part_number       | 511-1435-02
/SYS/SASBP         | fru_rev_level         | 04
/SYS/SASBP         | fru_serial_number     | 0226LHF-11300N081A
/SYS/SASBP         | fault_state           | OK
/SYS/SASBP         | clear_fault_action    | (none)
/SYS/SERVICE       | type                  | Indicator
/SYS/SERVICE       | ipmi_name             | SERVICE
/SYS/SERVICE       | value                 | On
/SYS/TEMP_FAULT    | type                  | Indicator
/SYS/TEMP_FAULT    | ipmi_name             | TEMP_FAULT
/SYS/TEMP_FAULT    | value                 | Off
/SYS/T_AMB         | type                  | Temperature
/SYS/T_AMB         | ipmi_name             | T_AMB
/SYS/T_AMB         | class                 | Threshold Sensor
/SYS/T_AMB         | value                 | 28.000 degree C
/SYS/T_AMB         | upper_nonrecov_thresh | 50.000 degree C
                   | old                   | 
/SYS/T_AMB         | upper_critical_thresh | 45.000 degree C
                   | old                   | 
/SYS/T_AMB         | upper_noncritical_thr | N/A
                   | eshold                | 
/SYS/T_AMB         | lower_noncritical_thr | N/A
                   | eshold                | 
/SYS/T_AMB         | lower_critical_thresh | N/A
                   | old                   | 
/SYS/T_AMB         | lower_nonrecov_thresh | N/A
                   | old                   | 
/SYS/T_AMB         | alarm_status          | cleared
/SYS/T_AMB/        | 15sec_average         | 28.0
 history           |                       | 
/SYS/T_AMB/        | 30sec_average         | 28.0
 history           |                       | 
/SYS/T_AMB/        | 60sec_average         | 28.0
 history           |                       | 
/SYS/T_AMB/        | average               | 28.0
 history/0         |                       | 
/SYS/T_AMB/        | minimum               | 28.0 at Jan 23 16:41:52
 history/0         |                       | 
/SYS/T_AMB/        | maximum               | 28.0 at Jan 23 16:41:52
 history/0         |                       | 
/SYS/T_AMB/        | period                | 1 Minute Average
 history/0         |                       | 
/SYS/T_AMB/        | depth                 | 1 Hour History
 history/0         |                       | 
/SYS/T_AMB/        | Jan 23 16:41:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:40:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:39:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:38:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:37:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:36:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:35:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:34:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:33:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:32:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:31:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:30:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:29:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:28:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:27:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:26:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:25:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:24:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:23:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:22:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:21:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:20:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:19:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:18:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:17:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:16:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:15:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:14:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:13:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:12:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:11:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:10:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:09:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:08:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:07:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:06:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:05:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:04:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:03:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:02:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:01:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 16:00:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:59:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:58:53       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:57:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:56:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:55:52       | 28.0
 history/0/list    |                       | 
/SYS/T_AMB/        | Jan 23 15:54:52       | 28.0
 history/0/list    |                       | 
